Date,Parameter1,Parameter2,Parameter3,Parameter4
2002-01-04,211910,689955,200351,381554
2002-01-05,871764,814551,585229,353478
2002-01-06,915158,221593,232504,400124
2002-01-07,591362,291200,280571,882793
2002-01-08,841654,87428,508144,708506
2002-01-09,259471,233529,605459,274461
2002-01-10,180016,788994,922438,962729
2002-01-11,482146,142914,568220,804367
2002-01-12,256182,239961,97686,385658
2002-01-13,714030,296815,955036,467813
2002-01-14,196537,535639,593488,335379
2002-01-15,98487,41365,205938,873336
2002-01-16,503740,651509,40481,530889
2002-01-17,361982,841305,26738,835049
2002-01-18,308319,312155,1001,793019
2002-01-19,126366,538676,571309,468305
2002-01-20,589980,622283,804272,147040
2002-01-21,87732,436174,796019,291612
2002-01-22,878689,671953,857663,55695
2002-01-23,258985,309110,91674,88250
2002-01-24,648561,641167,980055,953909
2002-01-25,430869,368558,667393,753661
2002-01-26,604398,515699,140734,239914
2002-01-27,851799,591647,954973,53148
2002-01-28,7978,138814,676040,228169
2002-01-29,956429,852514,226666,425563
2002-01-30,152877,975652,911847,391699
2002-01-31,770906,391801,636803,927175
2002-02-01,28854,722024,604877,683481
2002-02-02,161683,144428,602196,215006
2002-02-03,791707,655039,761451,568397
2002-02-04,70395,383309,857335,825986
2002-02-05,521607,708605,395124,541330
2002-02-06,375577,409847,331269,322984
2002-02-07,915633,584210,912301,234490
2002-02-08,998248,57809,485644,20149
2002-02-09,846756,170285,73520,155784
2002-02-10,561735,131692,647633,718548
2002-02-11,719735,755623,359438,603273
2002-02-12,847444,420828,359221,893133
2002-02-13,808856,236058,75994,926580
2002-02-14,474813,289136,146398,921237
2002-02-15,540252,861390,935146,317276
2002-02-16,349041,74085,243757,971308
2002-02-17,373044,428363,329888,161852
2002-02-18,1700,261728,537758,892743
2002-02-19,130015,314648,140044,448761
2002-02-20,940723,295797,793700,554399
2002-02-21,978465,776634,93267,811893
2002-02-22,419893,291317,786988,113278
2002-02-23,125144,272095,453785,795607
2002-02-24,811722,144104,303073,207245
2002-02-25,575526,861618,629418,604205
2002-02-26,869804,497864,68629,96258
2002-02-27,646405,82471,296186,726178
2002-02-28,607606,794824,525501,574661
2002-03-01,890911,91503,816450,352962
2002-03-02,637321,183967,747365,716606
2002-03-03,844201,160083,720405,395823
2002-03-04,443397,443812,238362,157922
2002-03-05,557747,905895,920224,304130
2002-03-06,900150,211680,748561,232660
2002-03-07,7899,631061,219652,780232
2002-03-08,622072,472855,99367,253655
2002-03-09,319260,540726,737039,820517
2002-03-10,642987,589988,485153,298064
2002-03-11,691708,891535,187388,360567
2002-03-12,764684,406914,950973,201302
2002-03-13,863685,649292,59534,452415
2002-03-14,185617,805606,923994,473656
2002-03-15,598792,802630,434479,392110
2002-03-16,119255,750574,332930,891455
2002-03-17,346130,364966,612820,929800
2002-03-18,976627,750145,94554,392887
2002-03-19,991861,730342,170818,165749
2002-03-20,392231,468274,188592,741366
2002-03-21,131113,336858,490944,98731
2002-03-22,522860,863349,678082,207450
2002-03-23,116933,38128,199600,71272
2002-03-24,581931,48983,883025,551191
2002-03-25,176337,293370,937746,179088
2002-03-26,251823,654081,992435,768853
2002-03-27,721775,497173,661232,857850
2002-03-28,292528,17465,789124,492160
2002-03-29,75539,746131,839761,751976
2002-03-30,647957,365597,145569,337076
2002-03-31,449772,801202,135575,438877
2002-04-01,326147,362714,66741,757430
2002-04-02,245096,807458,17677,768212
2002-04-03,511800,387059,782151,166604
2002-04-04,844159,754513,771642,301605
2002-04-05,853419,401874,863721,157914
2002-04-06,393089,234038,963054,220611
2002-04-07,912728,728608,739519,327826
2002-04-08,709886,561656,62785,609339
2002-04-09,576036,588164,554344,506497
2002-04-10,389627,300574,33322,712083
2002-04-11,106826,681311,947295,906893
2002-04-12,109551,98194,842084,605675
2002-04-13,10728,472389,439897,533537
2002-04-14,316206,366560,933485,924638
2002-04-15,367074,553501,256370,409110
2002-04-16,915928,5516,862953,129435
2002-04-17,522135,59151,260392,755122
2002-04-18,697340,190543,364382,382323
2002-04-19,601525,948707,838758,634573
2002-04-20,316838,686389,538645,509512
2002-04-21,734207,795043,654419,490677
2002-04-22,991011,276715,105424,456380
2002-04-23,988322,935348,909985,803890
2002-04-24,839406,414133,887151,567618
2002-04-25,176562,137102,998086,99827
2002-04-26,652847,720743,731690,27731
2002-04-27,722724,546962,848421,688664
2002-04-28,331792,411814,38600,710725
2002-04-29,965591,836182,464257,969736
2002-04-30,172652,818743,93517,113556
2002-05-01,262833,243083,198298,688889
2002-05-02,141377,372547,810960,210019
2002-05-03,537151,783613,200561,442178
2002-05-04,246580,867893,563239,47814
2002-05-05,858185,110542,833583,47931
2002-05-06,968958,786348,75064,614608
2002-05-07,994876,202137,509038,455471
2002-05-08,100965,876990,643258,204708
2002-05-09,972305,316046,848796,177026
2002-05-10,993475,131119,995313,920768
2002-05-11,370939,95327,982201,722894
2002-05-12,293414,77657,808919,610214
2002-05-13,621853,981943,784711,517492
2002-05-14,726559,26089,767704,26
2002-05-15,230331,679635,796782,336379
2002-05-16,760118,490124,322760,948372
2002-05-17,488629,1287,932013,639837
2002-05-18,309018,687537,279873,741754
2002-05-19,348813,313998,338436,7684
2002-05-20,335093,436125,460733,240596
2002-05-21,831763,689071,237629,729048
2002-05-22,738528,436878,980139,282689
2002-05-23,513391,586711,614249,555737
2002-05-24,963099,702131,277651,626574
2002-05-25,533754,149747,101718,490101
2002-05-26,858855,159374,460644,115285
2002-05-27,360461,373591,185473,772068
2002-05-28,318772,890189,652339,536372
2002-05-29,397922,608868,386624,891159
2002-05-30,968896,279660,663103,799086
2002-05-31,164538,67905,806173,153364
2002-06-01,657427,121637,378771,743258
2002-06-02,502099,946650,712235,193011
2002-06-03,367363,387780,583238,962331
2002-06-04,692803,456976,948185,458921
2002-06-05,322566,740825,482560,260558
2002-06-06,685806,336339,917287,833956
2002-06-07,691942,343444,496663,690052
2002-06-08,623643,266202,885505,654874
2002-06-09,821353,250611,214077,537452
2002-06-10,421720,276704,729295,978984
2002-06-11,171530,937923,758553,343548
2002-06-12,174864,443504,842884,982736
2002-06-13,310551,533959,999416,891243
2002-06-14,157999,364832,26476,302567
2002-06-15,472076,398789,472065,809044
2002-06-16,54940,909653,522233,314606
2002-06-17,76877,14494,485653,915800
2002-06-18,232466,98964,967415,7626
2002-06-19,577082,131258,276395,253634
2002-06-20,944770,378909,956738,844285
2002-06-21,524462,705944,44561,626669
2002-06-22,206225,897921,423548,269129
2002-06-23,105559,213739,744333,342354
2002-06-24,216896,851929,296539,988158
2002-06-25,204119,193563,620790,639850
2002-06-26,868801,979929,906217,129006
2002-06-27,14390,331515,456176,736094
2002-06-28,320939,8725,111068,642819
2002-06-29,258126,940945,687217,956096
2002-06-30,530124,171100,65662,63261
2002-07-01,289207,546988,747786,491702
2002-07-02,148238,549986,515313,483335
2002-07-03,216561,318719,915380,299673
2002-07-04,942252,576534,153738,655768
2002-07-05,293414,260650,660718,701739
2002-07-06,143034,58489,117257,514310
2002-07-07,911721,843987,770018,288143
2002-07-08,772332,52926,492590,697935
2002-07-09,115121,68400,898421,439848
2002-07-10,480272,220808,323431,10715
2002-07-11,387810,870786,134268,597181
2002-07-12,725842,684933,957508,417659
2002-07-13,620016,122140,322413,588053
2002-07-14,251466,51076,159158,48890
2002-07-15,488659,666677,408054,901946
2002-07-16,392990,230017,103748,841325
2002-07-17,34628,484943,361092,540158
2002-07-18,582983,591309,302441,180320
2002-07-19,3920,743135,339915,945184
2002-07-20,993907,724689,30081,175372
2002-07-21,628983,280454,738029,109292
2002-07-22,819749,698200,642773,469385
2002-07-23,971717,256951,15931,323092
2002-07-24,904695,263476,634521,391153
2002-07-25,323127,190677,430985,139663
2002-07-26,262311,15896,501529,655053
2002-07-27,511417,383166,341586,853230
2002-07-28,929457,716984,94663,169864
2002-07-29,543073,31958,345838,269845
2002-07-30,162495,772189,695706,925485
2002-07-31,724067,859544,856888,697049
2002-08-01,566896,132716,386097,283619
2002-08-02,380022,957132,716754,296569
2002-08-03,978594,324884,765505,218462
2002-08-04,651617,873450,35517,529759
2002-08-05,854590,422946,639497,831238
2002-08-06,980469,874255,725386,939019
2002-08-07,822602,654131,473968,881728
2002-08-08,366915,974847,948619,733098
2002-08-09,146366,551157,807008,693370
2002-08-10,620018,822911,246820,698555
2002-08-11,202781,763652,27576,457096
2002-08-12,766691,308533,999840,288968
2002-08-13,524831,157326,160339,981047
2002-08-14,992572,900513,726984,491902
2002-08-15,292391,714108,555683,590119
2002-08-16,253903,268338,897750,196663
2002-08-17,568833,106735,374660,877187
2002-08-18,893496,629995,233693,431531
2002-08-19,249299,524607,692030,621485
2002-08-20,908133,336434,492863,82000
2002-08-21,862906,234589,897503,582272
2002-08-22,290395,715512,862600,75241
2002-08-23,509845,993610,191607,798427
2002-08-24,942006,474532,114252,900368
2002-08-25,186567,490958,846917,179461
2002-08-26,520875,347478,248253,726267
2002-08-27,100065,809202,965726,985384
2002-08-28,75958,782945,430399,307148
2002-08-29,505986,46556,668989,69443
2002-08-30,857742,831431,802659,299747
2002-08-31,773994,936548,94501,869251
2002-09-01,735363,408575,11006,273661
2002-09-02,903822,165348,4612,397215
2002-09-03,64337,302002,541752,34281
2002-09-04,268455,472489,667179,296733
2002-09-05,430465,395237,392469,253054
2002-09-06,216696,507846,909882,953088
2002-09-07,931371,851171,316154,911799
2002-09-08,203868,475291,848016,648481
2002-09-09,377574,188958,106805,691379
2002-09-10,517872,684192,592697,283728
2002-09-11,542907,400595,439647,381025
2002-09-12,181838,193302,582822,766666
2002-09-13,331217,646869,207739,737310
2002-09-14,966415,312901,800288,295906
2002-09-15,16942,796309,439408,554557
2002-09-16,177671,215529,833761,964028
2002-09-17,145066,599296,536339,87715
2002-09-18,815219,798776,807764,230663
2002-09-19,40199,576340,337712,980358
2002-09-20,972719,186086,900170,490127
2002-09-21,359419,971935,41114,910176
2002-09-22,238936,361317,335982,840770
2002-09-23,738138,63419,614738,940768
2002-09-24,977870,789446,382893,569052
2002-09-25,258287,224351,131579,86869
2002-09-26,329491,543983,108717,743185
2002-09-27,805173,197291,707578,846355
2002-09-28,702298,698584,255759,597262
2002-09-29,210960,460214,139236,670769
2002-09-30,184290,478966,232594,294707
2002-10-01,340030,573586,529183,369698
2002-10-02,553666,182199,174479,862448
2002-10-03,949569,595452,637030,156244
2002-10-04,814448,296733,492509,493461
2002-10-05,839091,874620,718826,6832
2002-10-06,53540,253629,769551,884547
2002-10-07,875683,727859,840953,543034
2002-10-08,647915,743756,56897,719694
2002-10-09,88856,916748,975333,715925
2002-10-10,639217,631389,44393,976667
2002-10-11,13637,612541,358395,628167
2002-10-12,81271,984647,829399,393373
2002-10-13,611229,774288,835758,421096
2002-10-14,204521,486528,501579,738511
2002-10-15,443521,411148,779622,751788
2002-10-16,615353,924478,252816,417180
2002-10-17,392315,35541,427447,33958
2002-10-18,46729,706500,156702,734991
2002-10-19,380772,992618,581085,663055
2002-10-20,95696,290364,502313,747422
2002-10-21,657935,829212,487491,578041
2002-10-22,423754,596800,831976,492064
2002-10-23,314597,305759,312081,509480
2002-10-24,650384,647151,758902,975948
2002-10-25,512742,829512,650057,750804
2002-10-26,516272,914030,783057,997979
2002-10-27,39716,828338,480613,317186
2002-10-28,39670,107802,745720,55017
2002-10-29,771125,587176,849856,701462
2002-10-30,131407,452462,457823,751770
2002-10-31,668547,367031,736570,997800
2002-11-01,193171,618096,165471,258696
2002-11-02,46633,417951,403915,287012
2002-11-03,678181,44755,998502,247194
2002-11-04,781552,87934,787158,803429
2002-11-05,176571,240891,39918,379473
2002-11-06,329411,89605,351363,580729
2002-11-07,169096,933517,43384,564735
2002-11-08,227928,351122,291710,502407
2002-11-09,233230,667986,191345,128512
2002-11-10,739005,785139,544156,407937
2002-11-11,492323,976503,424416,74459
2002-11-12,912,73522,658052,268522
2002-11-13,356423,310912,56232,614618
2002-11-14,620265,46164,370790,859475
2002-11-15,912291,415476,374731,634633
2002-11-16,424968,892017,790585,771819
2002-11-17,947132,609239,634049,276027
2002-11-18,703244,410276,70063,229292
2002-11-19,421297,196977,998143,972353
2002-11-20,498542,498291,477648,155894
2002-11-21,205136,158824,86178,374933
2002-11-22,490099,664756,903085,13182
2002-11-23,57340,101665,575520,328084
2002-11-24,210756,280000,697516,454321
2002-11-25,733603,196551,873454,242167
2002-11-26,914733,939240,796769,710625
2002-11-27,175913,247109,336011,110976
2002-11-28,233709,683360,260388,657441
2002-11-29,964413,478153,484665,127378
2002-11-30,706528,869022,281556,599465
2002-12-01,953932,857696,714393,436881
2002-12-02,209402,902375,778438,12152
2002-12-03,472021,995652,558501,286989
2002-12-04,229775,2009,112474,157425
2002-12-05,633443,64278,972932,366891
2002-12-06,77123,213819,272749,925809
2002-12-07,998331,903432,201242,839497
2002-12-08,806914,680386,486866,972280
2002-12-09,15994,827941,612424,431086
2002-12-10,417670,67171,774067,795969
2002-12-11,322745,597733,188719,408471
2002-12-12,294928,472376,260477,666664
2002-12-13,561431,867517,597409,473762
2002-12-14,54623,249430,116715,351780
2002-12-15,629106,698433,826576,981938
2002-12-16,443945,648807,222378,61805
2002-12-17,425886,37488,306919,393422
2002-12-18,144323,659809,768896,919414
2002-12-19,60279,900017,702751,533461
2002-12-20,647546,686660,700584,632043
2002-12-21,398391,984048,168151,716907
2002-12-22,817360,472201,38004,707157
2002-12-23,440452,126266,368784,638044
2002-12-24,906606,508915,711992,75488
2002-12-25,533860,207574,850250,568734
2002-12-26,186140,925169,20004,180264
2002-12-27,260274,554858,863455,989580
2002-12-28,470258,871153,317676,560733
2002-12-29,647922,909622,264032,429953
2002-12-30,558364,734805,274901,896474
2002-12-31,9851,122416,449208,909072
2003-01-01,70069,79286,182237,196050
2003-01-02,400323,351593,523506,913249
2003-01-03,758439,647324,66864,756724
2003-01-04,504333,255589,677357,887090
2003-01-05,497735,791490,26320,468714
2003-01-06,622646,69998,555578,944171
2003-01-07,845837,101457,641807,645975
2003-01-08,611704,319104,189384,836592
2003-01-09,757307,417439,694159,659388
2003-01-10,587012,881901,972949,171141
2003-01-11,147536,785805,211520,167829
2003-01-12,65465,166971,383445,130399
2003-01-13,977372,189677,565383,165458
2003-01-14,818236,933374,135988,352405
2003-01-15,683055,536914,446483,18503
2003-01-16,153421,184792,127869,919873
2003-01-17,939498,726431,84566,988763
2003-01-18,735946,651553,490158,231868
2003-01-19,580644,495990,162342,927618
2003-01-20,847379,757045,528525,944895
2003-01-21,318720,984671,178138,537762
2003-01-22,704798,271482,423212,253753
2003-01-23,781679,469339,307606,300392
2003-01-24,599593,678521,11975,999882
2003-01-25,156592,360484,946676,247636
2003-01-26,89884,180949,852003,467632
2003-01-27,106271,878021,368259,890853
2003-01-28,901348,772555,46819,856857
2003-01-29,772025,265442,23919,230596
2003-01-30,149675,33659,692880,679072
2003-01-31,665073,240418,374189,425466
2003-02-01,788417,198009,283280,981805
2003-02-02,970121,489021,462530,823388
2003-02-03,913932,799932,293222,384680
2003-02-04,599767,7920,319313,473741
2003-02-05,659084,943107,560806,407813
2003-02-06,461098,757766,634904,895215
2003-02-07,596425,204180,445398,50247
2003-02-08,656821,96004,217522,783242
2003-02-09,499034,281189,377196,28123
2003-02-10,217566,930101,477651,925371
2003-02-11,263353,649575,967481,634403
2003-02-12,724692,350023,841964,191383
2003-02-13,817424,142270,672891,294584
2003-02-14,29795,162300,258616,701072
2003-02-15,485810,702929,82518,438580
2003-02-16,591492,134822,272849,248475
2003-02-17,473715,713380,130882,269711
2003-02-18,861657,355106,236622,20158
2003-02-19,581180,778758,647772,189190
2003-02-20,584476,719847,582989,760810
2003-02-21,635501,512384,337144,566375
2003-02-22,285068,39874,527974,332056
2003-02-23,255384,192402,742737,387827
2003-02-24,252764,219626,100425,895575
2003-02-25,206721,780827,154430,6277
2003-02-26,648098,350759,733928,518855
2003-02-27,405891,30185,24078,628822
2003-02-28,72214,898355,386754,799325
2003-03-01,85333,283923,966890,99509
2003-03-02,581147,660064,550076,341663
2003-03-03,993173,966488,66837,747555
2003-03-04,397526,123042,510371,132602
2003-03-05,481677,393817,650782,287330
2003-03-06,227372,767223,903121,323219
2003-03-07,98670,501272,663975,210978
2003-03-08,268056,549529,608281,659934
2003-03-09,67758,179020,480443,100051
2003-03-10,704785,627550,947943,836050
2003-03-11,734981,440563,878947,51585
